error_id,uid,at,message,trial_index,stack,context,url,user_agent,client_time
mFwroQvgLNTdLLL0kRsO,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:07.622Z,permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?,10,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 10"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:07.406Z
g4RMejQb6jBgP9UmL8tm,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:08.051Z,permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?,11,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 11"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:07.837Z
UPg19JIf0rRw7TZ7lq3v,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:08.509Z,permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?,12,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 12"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:08.122Z
cNcuLdKVcVaOhasiy1ad,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:08.804Z,permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?,13,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 13"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:08.591Z
V32NeNLbAp5U0k4nC5NX,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:09.579Z,permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?,14,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 14"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:09.364Z
sbGDQy6H8Ns3mcPIV4io,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:10.069Z,permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?,15,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 15"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:09.857Z
C2EA2i5pvH1y9oH9Nc8K,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:10.638Z,permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?,16,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 16"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:10.254Z
QiHrEiRBQCuOMWmH1Vrl,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:11.138Z,permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?,17,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 17"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:10.751Z
NL5kDbpVdN16y1fG2MSm,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:11.391Z,permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?,18,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 18"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:11.176Z
UbKCTni46tfp0b4arcod,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T00:54:11.827Z,permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?,19,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 19"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T00:54:11.598Z
9wHHPQvTI3fUw2YtqXJ2,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:48.447Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,"Error: permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:48.121Z
VUiOXQ2B9oM5HCWi8Kk8,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:50.541Z,permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?,1,"Error: permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 1"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:50.165Z
EVj7xBMZZvxKt6b2H9I7,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:56.322Z,permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?,2,"Error: permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 2"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:55.939Z
56HgR1flmLJI7LOgwkzQ,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:57.234Z,permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?,3,"Error: permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 3"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:56.992Z
IPwnj6KHRFSU3FcXs1u0,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:58.324Z,permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?,4,"Error: permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 4"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:57.946Z
4u0bfh9VjXu2Uws0YVpl,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:58.822Z,permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?,5,"Error: permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 5"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:58.441Z
WqXyZHJ5gjWC9Xla5vSk,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:59.349Z,permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?,6,"Error: permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 6"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:59.100Z
2Re145HAwjJtN4SRF5oB,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:58:59.993Z,permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?,7,"Error: permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 7"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:58:59.615Z
NZYiVKwlSjbppce6J32C,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:00.430Z,permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?,8,"Error: permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 8"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:00.039Z
kqDXDL3iE6oa79Vjfxkb,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:00.854Z,permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?,9,"Error: permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 9"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:00.477Z
VkRsnvQsrR7pnFwsGBhQ,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:01.278Z,permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?,10,"Error: permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 10"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:00.895Z
b4e2OJvO99xwkiVQVjDd,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:01.560Z,permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?,11,"Error: permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 11"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:01.315Z
e2IDTIGh8an0Ao8INz83,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:01.993Z,permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?,12,"Error: permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 12"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:01.597Z
dlNWeBstkwSV7ZYviV0n,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:02.418Z,permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?,13,"Error: permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 13"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:02.039Z
0vtO03nWTC3rCktu60x2,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:02.650Z,permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?,14,"Error: permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 14"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:02.437Z
TSOki2Fw553VQCbFHMAN,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:03.028Z,permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?,15,"Error: permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 15"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:02.815Z
q3SHWYd5LuzYr5UcsmwA,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:03.452Z,permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?,16,"Error: permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 16"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:03.067Z
r8Nv8NWBiaqpjrh0hhv3,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:03.764Z,permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?,17,"Error: permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 17"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:03.552Z
qStOsrEYYbUqpePDNeWb,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:04.247Z,permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?,18,"Error: permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 18"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:03.874Z
f6xhRzN7h6OlB9DJ7WaU,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T00:59:04.769Z,permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?,19,"Error: permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 19"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T00:59:04.390Z
ZPibND30J32OJJjQBUEw,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:38.659Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,"Error: permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:38.494Z
VvhO8epDqoYnLZlE2PMQ,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:42.459Z,permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?,1,"Error: permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 1"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:42.305Z
DIlvKDFPdlSKR6f2M4aj,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:49.610Z,permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?,2,"Error: permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 2"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:49.442Z
rajD1k9L1vGyTe2yDLCh,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:51.358Z,permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?,3,"Error: permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 3"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:51.184Z
b7EsqGAEzqjXlUuH8Mcr,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:52.343Z,permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?,4,"Error: permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 4"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:52.170Z
swQJjqcFGovjULytOB2G,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:52.864Z,permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?,5,"Error: permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 5"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:52.686Z
